	Rora cKO-Skin-MC-Treg-Replicate1	Rora cKO-Skin-MC-Treg-Replicate2	Rora cKO-Skin-MC-Treg-Replicate3	Rora cKO-Skin-Treg-Replicate1	Rora cKO-Skin-Treg-Replicate2	Rora cKO-Skin-Treg-Replicate3	WT-LN-Treg-Replicate1	WT-LN-Treg-Replicate2	WT-LN-Treg-Replicate3	WT-Skin-MC-Treg-Replicate1	WT-Skin-MC-Treg-Replicate2	WT-Skin-MC-Treg-Replicate3	WT-Skin-Treg-Replicate1	WT-Skin-Treg-Replicate2	WT-Skin-Treg-Replicate3
1700067G17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067K01Rik	2	3	4	3	3	3	3	8	1	9	18	2	0	0	4
1700067P10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700069L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700071M16Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1700072B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700072O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700074H08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084C01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084E18Rik	15	6	13	9	11	13	34	47	19	14	23	10	8	22	8
1700084F23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084J12Rik	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700086O06Rik	26	5	12	10	5	3	21	33	33	15	13	12	1	22	3
1700088E04Rik	0	0	0	3	0	0	0	0	0	0	0	1	1	1	0
1700091H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092M07Rik	2	1	1	4	6	4	5	2	8	9	11	4	4	9	6
1700093K21Rik	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
1700094D03Rik	234	165	196	137	189	194	224	273	262	244	220	221	151	179	110
1700094J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700094M24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095A21Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1700095B10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700096J18Rik	3	2	1	0	0	0	0	0	2	0	2	3	1	8	1
1700096K18Rik	81	58	63	51	59	66	136	158	108	184	36	80	44	100	54
1700097N02Rik	268	222	287	391	419	394	240	363	470	341	359	341	306	430	252
1700100L14Rik	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101E01Rik	0	0	0	1	1	0	6	8	8	0	3	1	0	0	0
1700101I11Rik	0	1	1	0	0	0	0	1	0	0	0	0	0	17	1
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700102H20Rik	2	9	3	7	5	7	3	2	7	10	3	0	3	13	0
1700102P08Rik	16	4	2	11	1	3	21	12	16	20	15	11	3	25	11
1700104L18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	0	0	0	0	0	0	3	1	1	0	1	0	0	0	0
1700106J16Rik	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
1700108F19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700108J01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	10	7	7	5	2	8	2	2	7	12	7	9	13	4	5
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1700110C19Rik	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
1700110I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110K17Rik	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112E06Rik	2	0	1	0	0	0	4	5	0	4	0	0	0	0	0
1700112H15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700113A16Rik	374	345	257	350	284	616	196	260	243	394	396	340	384	1128	499
1700113H08Rik	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1700119H24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120C14Rik	2	0	2	2	1	0	1	4	4	0	3	0	0	0	0
1700120E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120K04Rik	0	1	1	5	2	0	0	1	1	0	5	4	3	9	1
1700121L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123I01Rik	1	0	0	0	0	0	1	3	4	3	5	0	0	0	0
1700123K08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123L14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123M08Rik	5	0	9	1	0	10	19	50	27	13	7	6	9	1	1
1700123O12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	2691	2313	2212	2064	2270	2432	2406	2519	1601	2822	2860	2478	1941	3289	2035
1700123O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700124L16Rik	6	2	2	0	4	7	0	5	2	2	0	5	0	4	0
1700125G02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125G22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125H03Rik	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1700125H20Rik	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
1700126H18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	4	0	0	3	1	1	1	0	0	3	3	0	4	8	5
1700129C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810006J02Rik	11	0	3	6	4	16	241	196	139	3	13	15	10	7	7
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810007D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810008I18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810009A15Rik	9	15	10	11	7	6	14	18	12	5	14	10	4	10	17
1810009J06Rik	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
1810010D01Rik	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
1810010H24Rik	7	2	8	11	0	14	9	8	13	16	20	15	4	10	0
1810011H11Rik	0	0	0	0	0	0	7	36	17	0	0	2	0	0	0
1810011O10Rik	8	11	69	41	7	0	0	0	0	0	27	22	22	0	9
1810012K16Rik	4	0	4	7	0	3	17	14	9	0	2	4	0	0	8
1810013A23Rik	1	0	0	2	0	4	0	0	0	0	0	0	0	6	0
1810013L24Rik	2313	1814	2064	2832	2895	3612	1485	1317	1383	2361	1995	2546	2590	1860	1949
1810014B01Rik	12	19	13	21	6	8	213	276	238	14	25	21	29	7	32
1810018F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810019D21Rik	0	0	1	15	9	34	0	0	0	0	0	4	4	11	4
1810020O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810021B22Rik	0	2	4	5	0	0	1	11	6	0	1	0	0	5	7
1810022K09Rik	1179	995	974	835	564	572	2011	2630	1956	1107	1204	994	521	714	579
1810024B03Rik	2	0	0	0	0	0	0	0	4	0	2	0	0	0	0
1810026B05Rik	2083	1526	2967	2871	4790	5088	1147	1056	979	1999	3151	1374	2208	3736	2198
1810026J23Rik	582	868	607	877	1200	1297	732	427	501	1052	1300	424	904	684	640
1810030O07Rik	1577	1249	867	1298	1039	1428	2703	2933	3035	1541	1507	1506	1276	1838	1167
1810032O08Rik	223	298	244	366	280	397	468	441	366	415	476	311	371	599	432
1810034E14Rik	146	118	136	52	36	51	236	310	277	146	132	160	103	44	42
1810037I17Rik	4095	3929	3956	3614	2187	2828	2954	3473	2828	3716	3984	3938	2550	3747	2609
1810041L15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810043G02Rik	142	154	113	177	148	162	197	271	252	137	202	146	128	149	93
1810043H04Rik	272	148	260	240	184	255	1027	1184	481	261	330	244	201	358	197
1810044D09Rik	13	17	6	17	0	2	34	56	31	14	39	11	3	1	5
1810046K07Rik	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0
1810053B23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810055G02Rik	556	489	614	905	978	1056	390	381	554	1178	1432	1178	1411	1511	1100
1810058I24Rik	1229	1068	1197	1101	784	1078	2117	2477	1821	1492	1270	1376	786	1172	854
1810062G17Rik	13	0	0	29	0	19	32	53	23	24	20	6	4	13	0
1810062O18Rik	11	6	7	7	3	4	34	21	38	14	13	6	7	3	6
1810064F22Rik	1	0	0	1	0	1	0	0	0	0	1	0	0	0	18
1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010001E11Rik	4	1	2	1	1	1	0	7	3	0	0	2	0	5	0
2010002M12Rik	15	6	2	1	3	2	41	69	42	4	2	9	2	6	2
2010003K11Rik	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
2010005H15Rik	7	9	6	5	1	10	4	2	2	2	0	1	0	0	0
2010009K17Rik	0	1	2	0	0	0	1	0	1	0	0	0	0	1	0
2010010A06Rik	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
2010012O05Rik	254	236	258	247	143	149	272	345	369	331	285	255	136	209	162
2010015L04Rik	93	63	73	82	95	112	150	195	190	134	142	125	93	110	126
2010016I18Rik	74	82	79	69	54	62	578	532	527	81	89	77	43	15	52
2010106C02Rik	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2010106E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010107E04Rik	1619	1350	1357	1271	862	870	1879	2299	1923	1586	1868	1432	1008	1112	1141
2010107G12Rik	0	0	0	0	0	0	9	6	11	0	0	2	0	0	0
2010107G23Rik	203	283	156	332	293	299	289	290	316	273	384	219	177	287	143
2010109A12Rik	8	9	5	9	6	4	17	10	12	6	4	8	4	30	9
2010109I03Rik	4	4	6	2	3	6	77	95	88	1	4	5	2	2	3
2010111I01Rik	8752	6881	7574	11218	9960	13879	3305	3504	3318	9001	8353	8021	8333	13210	7955
2010204K13Rik	45	33	12	21	18	19	86	194	150	41	56	37	21	12	35
2010300C02Rik	0	0	3	0	0	0	35	45	30	1	0	0	20	0	0
2010308F09Rik	0	2	0	0	0	0	1	2	2	0	0	0	0	0	0
2010310C07Rik	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
2010315B03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010320M18Rik	82	80	111	38	37	38	113	148	99	124	93	98	19	59	17
2200002D01Rik	21	8	30	12	32	14	23	30	20	16	15	26	5	14	8
2200002J24Rik	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
2210010C04Rik	3	0	0	0	1	0	4	0	2	0	17	10	0	14	0
2210011C24Rik	30	38	17	50	65	26	6	8	17	23	26	22	39	27	21
2210013O21Rik	1044	930	973	895	627	683	855	1150	882	1121	1011	1061	676	1149	659
2210015D19Rik	106	109	116	107	96	91	284	309	217	133	122	124	83	148	64
2210016F16Rik	1915	1449	1629	1346	1193	1024	3137	3351	2994	1650	2140	1933	924	1002	847
2210016L21Rik	471	562	449	446	350	434	1299	1520	1180	493	669	466	385	498	208
2210018M11Rik	3125	2343	2677	2636	3938	4430	1046	1281	1350	3679	3092	4140	3307	3071	2466
2210019I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210039B01Rik	1119	812	750	1201	1197	1710	730	770	652	1033	855	1091	1440	2202	1382
2210404O09Rik	258	272	203	84	133	87	278	408	391	196	278	266	86	71	135
2210407C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210408F21Rik	238	98	197	193	89	140	41	33	24	131	116	142	126	152	56
2210408I21Rik	11	9	37	16	28	19	62	56	71	18	40	54	5	7	20
2210409D07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210409E12Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2210414B05Rik	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0
2210416O15Rik	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
2210417A02Rik	19	39	21	3	1	0	33	63	56	28	26	24	6	23	7
2210420H20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300005B03Rik	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
2300009A05Rik	255	258	228	272	210	184	649	732	360	376	341	265	239	360	209
2310001H17Rik	598	428	509	600	364	484	2069	2403	1969	542	542	528	400	505	477
2310001K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310002D06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310002F09Rik	5	0	0	0	0	0	4	2	1	0	0	4	2	0	0
2310002J15Rik	0	0	0	3	0	0	0	0	0	0	0	2	6	0	0
2310002L09Rik	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
2310003H01Rik	1246	1357	1463	1897	1892	2795	655	742	1027	1877	1765	2060	2294	2264	1324
2310005A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310005G13Rik	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310007B03Rik	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
2310007L24Rik	0	7	1	3	4	3	0	0	3	11	47	9	9	9	19
2310008N11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310009A05Rik	378	249	321	214	167	160	707	973	576	189	199	130	92	140	92
2310009B15Rik	139	151	116	103	83	72	183	207	187	106	125	128	90	79	61
2310010J17Rik	127	137	116	210	157	183	69	111	70	156	148	118	167	188	134
2310011J03Rik	1450	1865	1454	1257	1073	1595	2749	3274	2107	2060	2107	1814	1610	1680	992
2310014L17Rik	10	19	2	1	7	15	4	6	3	15	4	3	0	8	3
2310015A10Rik	151	83	97	38	17	35	486	698	787	145	158	109	61	27	52
2310015B20Rik	0	0	0	0	0	0	0	3	0	0	3	0	0	4	0
2310015D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310020H05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310022A10Rik	477	470	466	479	430	465	1064	1185	1179	596	558	673	445	322	280
2310022B05Rik	222	206	266	259	272	360	141	160	150	305	386	269	255	239	181
2310030A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310030G06Rik	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0
2310033P09Rik	482	454	455	747	717	806	1189	1322	1023	644	663	525	767	1013	577
2310034C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310034G01Rik	3	1	5	10	5	0	12	2	9	8	4	4	0	0	0
2310034O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310035C23Rik	636	421	418	631	609	991	790	759	953	755	768	689	680	815	648
2310036O22Rik	5626	4719	4777	5112	4279	4807	5052	5687	4985	6399	6489	5681	4448	6212	3550
2310039H08Rik	268	216	192	259	151	166	532	698	477	257	220	264	152	219	181
2310039L15Rik	50	54	42	56	40	57	45	29	65	70	56	50	48	41	39
2310040G24Rik	5	0	0	0	0	4	6	8	5	0	0	0	0	0	12
2310042E22Rik	0	0	3	0	0	0	15	8	8	23	0	0	0	0	0
2310043L19Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2310043O21Rik	1	0	1	2	1	0	0	0	0	0	0	1	0	1	0
2310045N01Rik	514	437	429	347	225	269	880	1018	790	517	429	455	265	354	272
2310047M10Rik	430	479	436	386	487	478	432	391	343	541	590	614	578	268	271
2310050C09Rik	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0
2310057J18Rik	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
2310057M21Rik	495	334	468	492	457	346	545	636	526	617	435	579	502	400	298
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310061I04Rik	337	497	334	280	356	384	451	522	526	550	565	350	282	401	182
2310061J03Rik	69	78	92	89	93	109	162	128	91	152	125	113	129	88	51
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
2310067B10Rik	206	176	252	252	340	299	643	727	1002	189	252	339	296	252	224
2310068J16Rik	9	7	3	8	13	13	13	13	4	7	10	10	9	3	2
2310069B03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310069G16Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310081J21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	1003	947	904	1632	1706	2090	2167	2478	2786	1392	1337	1623	2065	2248	1233
2410003L11Rik	0	0	0	0	5	0	0	3	0	0	0	1	0	1	0
2410004B18Rik	853	777	736	1063	906	1052	709	850	618	1004	1056	890	768	1408	736
2410004I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
2410004N09Rik	92	106	92	96	111	164	108	153	123	177	144	116	107	147	83
2410004P03Rik	64	23	43	56	31	24	68	38	62	64	21	17	13	55	25
2410006H16Rik	2216	2686	2280	1847	1204	1748	1557	1654	1040	2312	2168	1851	1753	1893	1696
2410007B07Rik	2	1	0	1	5	4	1	1	3	4	0	0	5	6	0
2410012E07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410012M07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410015M20Rik	1168	975	950	1107	715	744	2838	3493	1808	1320	1486	966	640	1180	698
2410016O06Rik	729	794	730	908	993	1075	787	634	768	1024	1453	800	941	1154	637
2410017I17Rik	0	0	0	0	1	0	3	3	3	0	0	0	0	0	0
2410018L13Rik	8	12	14	11	23	16	6	3	13	11	20	13	18	26	17
2410021H03Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2410076I21Rik	9	20	15	22	14	9	1	2	9	8	4	6	8	4	5
2410088K16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410089E03Rik	471	353	254	444	504	380	426	414	634	461	379	375	589	562	549
2410114N07Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2410124H12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410127L17Rik	1218	1210	1351	1851	1596	1672	999	793	950	1858	2044	1146	1212	1372	1134
2410131K14Rik	643	465	540	631	646	837	619	597	488	814	789	626	593	679	617
2410137M14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410141K09Rik	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
2500004C02Rik	55	67	59	72	37	38	55	74	98	168	102	60	37	37	52
2510002D24Rik	903	823	766	905	932	817	1913	2269	1653	1050	804	762	780	1276	869
2510003E04Rik	803	793	780	872	1014	1211	1220	1168	1095	928	1329	1027	963	776	641
2510009E07Rik	3	19	22	11	40	63	105	124	145	34	61	22	100	34	63
2510039O18Rik	466	963	1783	1377	2247	2657	570	179	288	1068	2284	337	1250	1265	583
2510049J12Rik	2	11	14	22	8	39	0	0	10	14	25	8	18	66	43
2610001J05Rik	1958	1674	1515	1445	1187	1620	1765	2293	1572	2340	1758	1873	1205	1508	1204
2610002J02Rik	984	920	840	1134	935	833	3029	3457	2394	970	1157	1220	781	1167	730
2610002M06Rik	711	417	463	402	457	456	1249	1348	1188	664	671	615	309	277	357
2610005L07Rik	162	141	121	219	158	210	330	286	322	183	209	158	162	268	215
2610008E11Rik	229	155	118	210	191	243	772	922	860	235	199	247	243	106	128
2610015P09Rik	37	70	49	91	65	17	405	370	345	89	68	56	62	86	43
2610016A17Rik	0	0	0	0	5	0	0	0	1	0	0	2	0	0	0
2610018G03Rik	537	474	464	678	722	701	1499	1762	1384	461	485	650	518	305	359
2610020C07Rik	14	21	15	19	25	22	44	17	50	80	47	29	19	42	19
2610020H08Rik	930	612	621	762	808	910	437	485	434	1104	668	772	603	527	449
2610027K06Rik	1	0	0	0	0	0	1	0	0	0	0	0	7	0	0
2610028E06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610028H24Rik	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0
2610034B18Rik	27	0	30	37	3	12	4	1	25	19	15	26	0	0	0
2610034M16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8
2610035D17Rik	254	234	131	340	490	445	1488	1627	1435	349	153	252	346	471	313
2610035F20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610037D02Rik	3	1	0	2	0	11	10	10	4	0	3	0	1	1	1
2610044O15Rik8	78	78	93	48	60	30	183	195	159	82	115	92	31	73	41
2610100L16Rik	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
2610203C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2610203C22Rik	0	0	5	2	1	2	4	1	1	0	0	0	2	0	0
2610206C17Rik	6	13	11	2	6	1	11	7	8	23	16	11	3	2	3
2610207O16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610301B20Rik	399	320	370	263	249	197	337	413	528	384	377	370	181	160	80
2610305D13Rik	0	0	11	0	0	0	0	0	1	0	7	8	0	0	22
2610306M01Rik	4	44	24	13	39	14	121	178	100	52	45	29	16	29	8
2610307P16Rik	0	0	0	0	0	0	29	58	17	0	0	0	0	0	0
2610316D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610318N02Rik	130	45	96	179	102	147	92	131	224	108	178	135	47	142	86
2610507B11Rik	1252	1184	1035	1171	1411	1690	1637	1487	2861	1833	1548	1674	1320	1213	1140
2610507I01Rik	84	130	58	113	109	75	380	407	424	194	119	100	122	94	186
2610524H06Rik	452	442	381	290	237	208	574	741	691	383	426	354	164	265	261
2610528A11Rik	2	0	16	0	0	0	3	6	6	14	0	11	4	6	8
2610528J11Rik	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0
2700029M09Rik	1324	1007	1024	1213	947	969	2440	2976	2814	899	1068	1162	761	962	825
2700038G22Rik	93	86	69	79	60	101	108	147	180	113	75	49	77	16	65
2700046A07Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2700046G09Rik	3	12	1	1	0	4	7	1	7	13	0	9	2	13	5
2700049A03Rik	378	318	266	261	431	353	653	678	883	608	435	366	382	248	323
2700054A10Rik	23	12	13	18	31	38	51	40	93	23	16	19	10	19	36
2700060E02Rik	4703	4375	4391	4219	3224	3540	4776	5494	4835	5357	4816	5011	3531	4076	3078
2700062C07Rik	169	213	274	222	157	218	635	920	631	467	416	317	116	185	219
2700069I18Rik	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
2700070H01Rik	6	7	2	5	3	7	4	2	8	9	5	6	8	5	7
2700081O15Rik	41	14	10	34	47	72	6	21	10	24	74	30	18	7	32
2700086A05Rik	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
2700089E24Rik	629	484	366	611	618	684	811	909	845	400	737	534	678	608	589
2700089I24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700094K13Rik	1269	991	1005	1297	665	767	1743	2006	2709	1366	1398	1061	557	941	706
2700097O09Rik	197	168	182	281	179	266	326	402	315	213	279	290	225	307	138
2700099C18Rik	187	79	98	200	154	141	40	84	121	116	100	113	144	120	177
2810001G20Rik	87	109	81	35	61	39	308	363	187	65	107	100	82	135	74
2810002D19Rik	157	150	163	79	177	151	529	522	420	270	255	247	123	64	170
2810004N23Rik	214	182	206	170	177	147	1002	1252	1261	273	355	326	141	164	209
2810006K23Rik	157	148	145	178	201	67	487	670	512	175	232	221	154	190	125
2810007J24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810008D09Rik	462	503	383	494	410	456	1058	1101	687	629	745	490	332	892	497
2810013P06Rik	479	407	473	611	486	780	921	1060	685	661	623	476	460	604	578
2810021J22Rik	19	33	52	26	10	3	355	403	368	54	43	42	16	30	14
2810025M15Rik	4	0	23	43	0	10	14	17	37	12	24	13	0	54	17
2810029C07Rik	32	4	13	0	11	0	38	38	66	0	6	6	19	0	0
2810032G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810047C21Rik1	71	67	28	46	25	37	21	13	20	64	52	94	18	0	6
2810049E08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810055G20Rik	0	0	0	14	0	0	0	0	0	0	0	0	3	0	0
2810403A07Rik	4142	3600	3696	3728	4433	4821	2435	3234	3087	4362	4819	5265	3370	2701	2873
2810403D21Rik	17	7	21	16	2	11	43	41	40	2	22	21	24	5	5
2810404M03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810408A11Rik	14	17	1	0	11	10	71	66	40	37	8	10	12	31	14
2810408I11Rik	44	32	32	37	22	6	21	31	73	36	19	23	20	11	19
2810408M09Rik	204	207	208	255	267	212	823	934	504	336	427	217	251	270	127
2810410L24Rik	0	0	0	0	0	0	6	10	2	0	0	1	0	0	0
2810417H13Rik	2106	1361	1652	2306	790	1023	1408	2186	5210	1663	2616	1558	807	1243	1134
2810428I15Rik	1030	778	913	1550	996	974	1936	1997	1744	1117	1120	1065	869	1283	832
2810429I04Rik	17	11	6	7	18	8	11	5	15	12	11	6	4	0	8
2810433D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810442I21Rik	31	2	13	7	4	17	32	49	77	41	22	13	6	6	10
2810442N19Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810454H06Rik	42	25	46	75	38	64	54	106	41	65	44	40	24	53	55
