Gene stable ID	Transcript length (including UTRs and CDS)
ENSMUSG00000079297	1350
ENSMUSG00000112071	1076
ENSMUSG00000112071	2620
ENSMUSG00000020289	2696
ENSMUSG00000020289	3531
ENSMUSG00000020289	3417
ENSMUSG00000020289	2865
ENSMUSG00000020289	2945
ENSMUSG00000020289	680
ENSMUSG00000020289	1602
ENSMUSG00000020289	1642
ENSMUSG00000020289	705
ENSMUSG00000020289	762
ENSMUSG00000020289	713
ENSMUSG00000020289	537
ENSMUSG00000020289	411
ENSMUSG00000020289	602
ENSMUSG00000020289	623
ENSMUSG00000020289	406
ENSMUSG00000038691	823
ENSMUSG00000038691	850
ENSMUSG00000038691	708
ENSMUSG00000086676	1824
ENSMUSG00000086676	352
ENSMUSG00000048498	2088
ENSMUSG00000085992	701
ENSMUSG00000105709	1254
ENSMUSG00000105709	1044
ENSMUSG00000082926	750
ENSMUSG00000116040	237
ENSMUSG00000039756	2429
ENSMUSG00000039756	911
ENSMUSG00000039756	600
ENSMUSG00000039756	906
ENSMUSG00000039756	564
ENSMUSG00000091995	475
ENSMUSG00000053399	5642
ENSMUSG00000053399	4591
ENSMUSG00000053399	3307
ENSMUSG00000053399	693
ENSMUSG00000053399	3397
ENSMUSG00000053399	3524
ENSMUSG00000053399	637
ENSMUSG00000041058	6440
ENSMUSG00000041058	4832
ENSMUSG00000031189	4523
ENSMUSG00000031189	1449
ENSMUSG00000031189	3072
ENSMUSG00000031189	670
ENSMUSG00000081166	629
ENSMUSG00000028593	1406
ENSMUSG00000080783	774
ENSMUSG00000030104	6077
ENSMUSG00000030104	5817
ENSMUSG00000030104	368
ENSMUSG00000030104	803
ENSMUSG00000030104	459
ENSMUSG00000024725	2726
ENSMUSG00000024725	2816
ENSMUSG00000024725	516
ENSMUSG00000096023	2063
ENSMUSG00000026303	4499
ENSMUSG00000026303	636
ENSMUSG00000026303	863
ENSMUSG00000091713	523
ENSMUSG00000087531	390
ENSMUSG00000087531	711
ENSMUSG00000026791	3120
ENSMUSG00000026791	2108
ENSMUSG00000026791	1168
ENSMUSG00000026791	869
ENSMUSG00000026791	1339
ENSMUSG00000026791	360
ENSMUSG00000026791	909
ENSMUSG00000026791	343
ENSMUSG00000083390	632
ENSMUSG00000110741	1105
ENSMUSG00000106752	850
ENSMUSG00000116303	265
ENSMUSG00000096003	1955
ENSMUSG00000096003	609
ENSMUSG00000062257	351
ENSMUSG00000062257	6676
ENSMUSG00000062257	1771
ENSMUSG00000062257	665
ENSMUSG00000062257	2592
ENSMUSG00000062257	2378
ENSMUSG00000062257	2894
ENSMUSG00000062257	632
ENSMUSG00000062257	730
ENSMUSG00000020872	1251
ENSMUSG00000080831	268
ENSMUSG00000111900	1561
ENSMUSG00000093392	492
ENSMUSG00000029151	2089
ENSMUSG00000029151	1989
ENSMUSG00000029151	407
ENSMUSG00000029151	386
ENSMUSG00000029151	806
ENSMUSG00000029151	586
ENSMUSG00000105057	471
ENSMUSG00000111005	662
ENSMUSG00000111005	595
ENSMUSG00000028124	5589
ENSMUSG00000028124	762
ENSMUSG00000028124	292
ENSMUSG00000028124	877
ENSMUSG00000028124	1088
ENSMUSG00000028124	495
ENSMUSG00000028124	1002
ENSMUSG00000111704	204
ENSMUSG00000111486	418
ENSMUSG00000110967	654
ENSMUSG00000030050	1250
ENSMUSG00000037017	2252
ENSMUSG00000037017	2310
ENSMUSG00000037017	2134
ENSMUSG00000037017	2204
ENSMUSG00000037017	496
ENSMUSG00000037017	754
ENSMUSG00000037017	2964
ENSMUSG00000007594	3648
ENSMUSG00000007594	159
ENSMUSG00000007594	503
ENSMUSG00000111298	1096
ENSMUSG00000083446	379
ENSMUSG00000028264	1197
ENSMUSG00000028264	1149
ENSMUSG00000028264	833
ENSMUSG00000111433	1668
ENSMUSG00000109988	335
ENSMUSG00000109797	1208
ENSMUSG00000111374	724
ENSMUSG00000096230	1848
ENSMUSG00000096230	1446
ENSMUSG00000069706	1014
ENSMUSG00000110261	357
ENSMUSG00000057531	1578
ENSMUSG00000057531	1447
ENSMUSG00000057531	1589
ENSMUSG00000057531	1804
ENSMUSG00000057531	1362
ENSMUSG00000057531	1082
ENSMUSG00000057531	797
ENSMUSG00000057531	676
ENSMUSG00000057531	1231
ENSMUSG00000057531	550
ENSMUSG00000057531	1305
ENSMUSG00000111200	546
ENSMUSG00000045111	1038
ENSMUSG00000042726	1217
ENSMUSG00000042726	3083
ENSMUSG00000042726	2503
ENSMUSG00000042726	2425
ENSMUSG00000042726	890
ENSMUSG00000042726	627
ENSMUSG00000042726	434
ENSMUSG00000042726	344
ENSMUSG00000042726	356
ENSMUSG00000111570	2948
ENSMUSG00000102830	1078
ENSMUSG00000106701	1443
ENSMUSG00000032269	1987
ENSMUSG00000032269	2082
ENSMUSG00000095647	1077
ENSMUSG00000095171	1077
ENSMUSG00000034379	2739
ENSMUSG00000029032	2671
ENSMUSG00000029032	4123
ENSMUSG00000029032	2860
ENSMUSG00000029032	845
ENSMUSG00000029032	895
ENSMUSG00000029032	664
ENSMUSG00000029032	2474
ENSMUSG00000003955	718
ENSMUSG00000003955	640
ENSMUSG00000003955	463
ENSMUSG00000003955	318
ENSMUSG00000115012	813
ENSMUSG00000074115	2446
ENSMUSG00000074115	609
ENSMUSG00000103370	1539
ENSMUSG00000103947	3138
ENSMUSG00000102929	1290
ENSMUSG00000045259	1558
ENSMUSG00000103534	361
ENSMUSG00000104164	5783
ENSMUSG00000049576	3420
ENSMUSG00000049576	2231
ENSMUSG00000085673	1158
ENSMUSG00000102190	471
ENSMUSG00000099760	2243
ENSMUSG00000106497	2332
ENSMUSG00000104464	668
ENSMUSG00000104491	259
ENSMUSG00000032818	3814
ENSMUSG00000032818	4680
ENSMUSG00000032818	3659
ENSMUSG00000032818	1568
ENSMUSG00000032818	6595
ENSMUSG00000087606	2253
ENSMUSG00000104511	719
ENSMUSG00000103400	2517
ENSMUSG00000087248	808
ENSMUSG00000087248	453
ENSMUSG00000113880	806
ENSMUSG00000069818	3604
ENSMUSG00000069818	3740
ENSMUSG00000069818	632
ENSMUSG00000069818	936
ENSMUSG00000040596	2433
ENSMUSG00000040596	8692
ENSMUSG00000040596	3010
ENSMUSG00000040596	4848
ENSMUSG00000040596	769
ENSMUSG00000040596	7034
ENSMUSG00000023153	622
ENSMUSG00000023153	932
ENSMUSG00000023153	940
ENSMUSG00000023153	908
ENSMUSG00000023153	968
ENSMUSG00000113973	796
ENSMUSG00000090919	5252
ENSMUSG00000090919	723
ENSMUSG00000090919	467
ENSMUSG00000090919	5218
ENSMUSG00000006412	1735
ENSMUSG00000006412	885
ENSMUSG00000006412	474
ENSMUSG00000113846	829
ENSMUSG00000057465	652
ENSMUSG00000057465	511
ENSMUSG00000057465	606
ENSMUSG00000057465	2443
ENSMUSG00000105453	2546
ENSMUSG00000113084	830
ENSMUSG00000086156	1772
ENSMUSG00000029554	2547
ENSMUSG00000029554	2640
ENSMUSG00000029554	1603
ENSMUSG00000029554	399
ENSMUSG00000029554	276
ENSMUSG00000029554	706
ENSMUSG00000083905	285
ENSMUSG00000113925	828
ENSMUSG00000085109	2741
ENSMUSG00000083599	600
ENSMUSG00000040340	1608
ENSMUSG00000040340	1526
ENSMUSG00000040340	1613
ENSMUSG00000036469	2907
ENSMUSG00000036469	2581
ENSMUSG00000036469	3288
ENSMUSG00000036469	1505
ENSMUSG00000036469	4177
ENSMUSG00000036469	3181
ENSMUSG00000036469	2733
ENSMUSG00000036469	2748
ENSMUSG00000036469	3953
ENSMUSG00000036469	4000
ENSMUSG00000036469	4012
ENSMUSG00000087007	612
ENSMUSG00000045598	3342
ENSMUSG00000045598	3043
ENSMUSG00000045598	827
ENSMUSG00000101294	1917
ENSMUSG00000083753	846
ENSMUSG00000026147	3834
ENSMUSG00000026147	3059
ENSMUSG00000026147	898
ENSMUSG00000026147	806
ENSMUSG00000053856	764
ENSMUSG00000053856	581
ENSMUSG00000053856	670
ENSMUSG00000053856	1565
ENSMUSG00000116171	729
ENSMUSG00000034359	1094
ENSMUSG00000034359	1258
ENSMUSG00000034359	1679
ENSMUSG00000034359	1678
ENSMUSG00000112552	608
ENSMUSG00000112552	1424
ENSMUSG00000114728	408
ENSMUSG00000052384	2548
ENSMUSG00000052384	2540
ENSMUSG00000052384	2356
ENSMUSG00000052384	2389
ENSMUSG00000052384	3577
ENSMUSG00000052384	805
ENSMUSG00000052384	360
ENSMUSG00000052384	404
ENSMUSG00000052384	343
ENSMUSG00000052384	3559
ENSMUSG00000096650	921
ENSMUSG00000096650	498
ENSMUSG00000112808	633
ENSMUSG00000030521	2248
ENSMUSG00000030521	695
ENSMUSG00000030521	2276
ENSMUSG00000082418	3063
ENSMUSG00000000486	575
ENSMUSG00000000486	1486
ENSMUSG00000000486	1285
ENSMUSG00000000486	1048
ENSMUSG00000000486	789
ENSMUSG00000000486	706
ENSMUSG00000000486	599
ENSMUSG00000000486	821
ENSMUSG00000000486	242
ENSMUSG00000000486	713
ENSMUSG00000009293	2031
ENSMUSG00000009293	404
ENSMUSG00000009293	430
ENSMUSG00000009293	288
ENSMUSG00000009293	596
ENSMUSG00000115957	446
ENSMUSG00000078506	1221
ENSMUSG00000113754	223
ENSMUSG00000061048	4384
ENSMUSG00000094825	1813
ENSMUSG00000094825	780
ENSMUSG00000117510	341
ENSMUSG00000028955	2120
ENSMUSG00000028955	822
ENSMUSG00000028955	423
ENSMUSG00000009108	2054
ENSMUSG00000009108	587
ENSMUSG00000009108	808
ENSMUSG00000009108	2518
ENSMUSG00000009108	842
ENSMUSG00000009108	1152
ENSMUSG00000087242	3417
ENSMUSG00000025223	2108
ENSMUSG00000025223	2295
ENSMUSG00000025223	1718
ENSMUSG00000025223	2014
ENSMUSG00000025223	2014
ENSMUSG00000025223	907
ENSMUSG00000025223	900
ENSMUSG00000025223	2088
ENSMUSG00000015846	628
ENSMUSG00000015846	4905
ENSMUSG00000015846	1952
ENSMUSG00000015846	1989
ENSMUSG00000015846	673
ENSMUSG00000015846	3216
ENSMUSG00000003549	1375
ENSMUSG00000003549	1179
ENSMUSG00000003549	797
ENSMUSG00000003549	1175
ENSMUSG00000003549	467
ENSMUSG00000003549	370
ENSMUSG00000003549	584
ENSMUSG00000003549	712
ENSMUSG00000003549	413
ENSMUSG00000003549	421
ENSMUSG00000115866	390
ENSMUSG00000020902	5874
ENSMUSG00000020902	944
ENSMUSG00000020902	5738
ENSMUSG00000070610	1389
ENSMUSG00000029290	1365
ENSMUSG00000029290	2021
ENSMUSG00000029290	2667
ENSMUSG00000029290	4672
ENSMUSG00000029290	1554
ENSMUSG00000029290	477
ENSMUSG00000029290	1109
ENSMUSG00000029290	387
ENSMUSG00000029290	2098
ENSMUSG00000042216	5161
ENSMUSG00000042216	4339
ENSMUSG00000042216	3012
ENSMUSG00000042216	3177
ENSMUSG00000042216	2274
ENSMUSG00000042216	2123
ENSMUSG00000042216	1102
ENSMUSG00000042216	490
ENSMUSG00000042216	380
ENSMUSG00000042216	632
ENSMUSG00000116296	790
ENSMUSG00000026563	2215
ENSMUSG00000026563	783
ENSMUSG00000026563	1957
ENSMUSG00000026563	396
ENSMUSG00000062393	6827
ENSMUSG00000062393	7155
ENSMUSG00000070609	1224
ENSMUSG00000104299	2309
ENSMUSG00000104299	2311
ENSMUSG00000078958	775
ENSMUSG00000078958	1097
ENSMUSG00000078958	1186
ENSMUSG00000078958	585
ENSMUSG00000078958	432
ENSMUSG00000112241	512
ENSMUSG00000046159	4336
ENSMUSG00000046159	2503
ENSMUSG00000046159	584
ENSMUSG00000046159	1770
ENSMUSG00000020287	1404
ENSMUSG00000020287	1737
ENSMUSG00000020287	834
ENSMUSG00000020287	2143
ENSMUSG00000028965	715
ENSMUSG00000028965	2099
ENSMUSG00000028965	1278
ENSMUSG00000028965	722
ENSMUSG00000028965	341
ENSMUSG00000028965	1003
ENSMUSG00000028965	722
ENSMUSG00000028965	1999
ENSMUSG00000028965	2115
ENSMUSG00000102508	2602
ENSMUSG00000084993	407
ENSMUSG00000103971	1192
ENSMUSG00000083924	385
ENSMUSG00000112136	491
ENSMUSG00000097009	5278
ENSMUSG00000097009	822
ENSMUSG00000097009	1749
ENSMUSG00000097009	1039
ENSMUSG00000097009	1095
ENSMUSG00000097009	873
ENSMUSG00000097009	282
ENSMUSG00000020265	2630
ENSMUSG00000020265	1005
ENSMUSG00000020265	487
ENSMUSG00000020265	772
ENSMUSG00000020265	1874
ENSMUSG00000020265	364
ENSMUSG00000020265	776
ENSMUSG00000020265	516
ENSMUSG00000002341	7195
ENSMUSG00000101707	699
ENSMUSG00000103762	2869
ENSMUSG00000018554	1673
ENSMUSG00000018554	1235
ENSMUSG00000018554	1351
ENSMUSG00000018554	489
ENSMUSG00000018554	679
ENSMUSG00000020903	4394
ENSMUSG00000020903	1638
ENSMUSG00000020903	1497
ENSMUSG00000020903	552
ENSMUSG00000020903	678
ENSMUSG00000020903	717
ENSMUSG00000083716	567
ENSMUSG00000002279	2003
ENSMUSG00000002279	1858
ENSMUSG00000002279	2769
ENSMUSG00000002279	1424
ENSMUSG00000002279	1216
ENSMUSG00000002279	3863
ENSMUSG00000002279	3815
ENSMUSG00000002279	3165
ENSMUSG00000002279	606
ENSMUSG00000002279	1861
ENSMUSG00000075384	2018
ENSMUSG00000075384	942
ENSMUSG00000098102	1010
ENSMUSG00000092492	404
ENSMUSG00000113243	638
ENSMUSG00000084078	609
ENSMUSG00000080780	939
ENSMUSG00000113146	1141
ENSMUSG00000084090	1037
ENSMUSG00000113502	3182
ENSMUSG00000113261	2705
ENSMUSG00000081936	237
ENSMUSG00000020638	3200
ENSMUSG00000020638	3274
ENSMUSG00000020638	576
ENSMUSG00000020638	330
ENSMUSG00000095797	1753
ENSMUSG00000095797	618
ENSMUSG00000086668	868
ENSMUSG00000099873	696
ENSMUSG00000113758	828
ENSMUSG00000081890	394
ENSMUSG00000086525	351
ENSMUSG00000044134	2335
ENSMUSG00000044134	2368
ENSMUSG00000044134	636
ENSMUSG00000085756	288
ENSMUSG00000113695	1031
ENSMUSG00000104985	928
ENSMUSG00000026390	1925
ENSMUSG00000026390	370
ENSMUSG00000115177	1300
ENSMUSG00000115177	1270
ENSMUSG00000087468	868
ENSMUSG00000116353	394
ENSMUSG00000114134	584
ENSMUSG00000076550	352
ENSMUSG00000076550	286
ENSMUSG00000106209	1580
ENSMUSG00000020424	1574
ENSMUSG00000113680	5563
ENSMUSG00000106275	405
ENSMUSG00000051180	4766
ENSMUSG00000047889	1463
ENSMUSG00000047889	1256
ENSMUSG00000037005	3498
ENSMUSG00000037005	3017
ENSMUSG00000037005	380
ENSMUSG00000037005	3184
ENSMUSG00000037005	347
ENSMUSG00000105323	317
ENSMUSG00000115350	427
ENSMUSG00000117512	499
ENSMUSG00000111266	2651
ENSMUSG00000098985	742
ENSMUSG00000095934	1701
ENSMUSG00000059981	1943
ENSMUSG00000059981	4720
ENSMUSG00000059981	669
ENSMUSG00000059981	4985
ENSMUSG00000059981	2892
ENSMUSG00000020335	2455
ENSMUSG00000020335	656
ENSMUSG00000020335	1806
ENSMUSG00000094262	352
ENSMUSG00000094262	288
ENSMUSG00000029778	3695
ENSMUSG00000029778	6107
ENSMUSG00000029778	830
ENSMUSG00000029778	540
ENSMUSG00000029778	1344
ENSMUSG00000029778	1491
ENSMUSG00000029778	1575
ENSMUSG00000029778	1745
ENSMUSG00000051354	2620
ENSMUSG00000051354	1744
ENSMUSG00000051354	2036
ENSMUSG00000051354	324
ENSMUSG00000051354	2620
ENSMUSG00000051354	1874
ENSMUSG00000053367	957
ENSMUSG00000053367	520
ENSMUSG00000053367	684
ENSMUSG00000106216	296
ENSMUSG00000095659	1016
ENSMUSG00000095659	687
ENSMUSG00000037286	536
ENSMUSG00000037286	1012
ENSMUSG00000037286	6186
ENSMUSG00000037286	2022
ENSMUSG00000037286	588
ENSMUSG00000037286	558
ENSMUSG00000037286	5909
ENSMUSG00000037286	2637
ENSMUSG00000037286	1793
ENSMUSG00000037286	4800
ENSMUSG00000037286	583
ENSMUSG00000037286	3857
ENSMUSG00000037286	692
ENSMUSG00000037286	2885
ENSMUSG00000037286	596
ENSMUSG00000037286	853
ENSMUSG00000037286	3607
ENSMUSG00000047649	2239
ENSMUSG00000047649	489
ENSMUSG00000099541	923
ENSMUSG00000022512	3247
ENSMUSG00000022512	4145
ENSMUSG00000015957	634
ENSMUSG00000015957	1844
ENSMUSG00000015957	3451
ENSMUSG00000015957	1792
ENSMUSG00000015957	1395
ENSMUSG00000015957	745
ENSMUSG00000025946	631
ENSMUSG00000025946	2414
ENSMUSG00000080971	626
ENSMUSG00000038005	531
ENSMUSG00000038005	1000
ENSMUSG00000038005	871
ENSMUSG00000038005	1191
ENSMUSG00000038005	709
ENSMUSG00000038005	1582
ENSMUSG00000038005	2641
ENSMUSG00000071253	3145
ENSMUSG00000071253	1744
ENSMUSG00000071253	1038
ENSMUSG00000071253	398
ENSMUSG00000082266	673
ENSMUSG00000074406	3523
ENSMUSG00000117492	1501
ENSMUSG00000117492	917
ENSMUSG00000026779	5590
ENSMUSG00000026779	1201
ENSMUSG00000049760	755
ENSMUSG00000049760	497
ENSMUSG00000049760	788
ENSMUSG00000049760	327
ENSMUSG00000049760	303
ENSMUSG00000036568	6575
ENSMUSG00000036568	3685
ENSMUSG00000036568	566
ENSMUSG00000036568	540
ENSMUSG00000102589	242
ENSMUSG00000114011	639
ENSMUSG00000099139	1341
ENSMUSG00000102802	1709
ENSMUSG00000102802	1921
ENSMUSG00000102802	3745
ENSMUSG00000104719	1178
ENSMUSG00000102058	1498
ENSMUSG00000102058	438
ENSMUSG00000102058	621
ENSMUSG00000084363	638
ENSMUSG00000085853	578
ENSMUSG00000117552	1079
ENSMUSG00000086788	2963
ENSMUSG00000086788	1002
ENSMUSG00000086788	420
ENSMUSG00000086788	957
ENSMUSG00000098021	926
ENSMUSG00000105341	2262
ENSMUSG00000108004	2214
ENSMUSG00000038486	4334
ENSMUSG00000038486	740
ENSMUSG00000038486	432
ENSMUSG00000117363	718
ENSMUSG00000073437	1903
ENSMUSG00000073437	1256
ENSMUSG00000073437	1362
ENSMUSG00000073437	411
ENSMUSG00000073437	1998
ENSMUSG00000073437	605
ENSMUSG00000073437	285
ENSMUSG00000108306	247
ENSMUSG00000047518	1762
ENSMUSG00000053007	2895
ENSMUSG00000053007	7917
ENSMUSG00000053007	614
ENSMUSG00000053007	3028
ENSMUSG00000053007	916
ENSMUSG00000053007	354
ENSMUSG00000053007	2247
ENSMUSG00000053007	4466
ENSMUSG00000053007	2803
ENSMUSG00000053007	1230
ENSMUSG00000053007	2648
ENSMUSG00000053007	2330
ENSMUSG00000053007	7482
ENSMUSG00000053007	3358
ENSMUSG00000053007	362
ENSMUSG00000109651	582
ENSMUSG00000109651	1188
ENSMUSG00000109651	977
ENSMUSG00000035958	1957
ENSMUSG00000035958	510
ENSMUSG00000035958	1136
ENSMUSG00000035958	1421
ENSMUSG00000035958	543
ENSMUSG00000035958	1771
ENSMUSG00000035958	625
ENSMUSG00000105237	753
ENSMUSG00000070382	2080
ENSMUSG00000051051	3445
ENSMUSG00000051051	3940
ENSMUSG00000051051	3677
ENSMUSG00000051051	4165
ENSMUSG00000051051	3780
ENSMUSG00000051051	1056
ENSMUSG00000106565	343
ENSMUSG00000076552	382
ENSMUSG00000076552	284
ENSMUSG00000063889	2485
ENSMUSG00000063889	2662
ENSMUSG00000063889	2254
ENSMUSG00000063889	2530
ENSMUSG00000063889	1015
ENSMUSG00000063889	1458
ENSMUSG00000063889	1996
ENSMUSG00000063889	1160
ENSMUSG00000063889	957
ENSMUSG00000063889	1417
ENSMUSG00000063889	764
ENSMUSG00000063889	973
ENSMUSG00000063889	953
ENSMUSG00000063889	1024
ENSMUSG00000063889	436
ENSMUSG00000063889	1436
ENSMUSG00000063889	1297
ENSMUSG00000063889	1408
ENSMUSG00000063889	1072
ENSMUSG00000063889	822
ENSMUSG00000063889	1553
ENSMUSG00000063889	654
ENSMUSG00000063889	807
ENSMUSG00000063889	978
ENSMUSG00000063889	654
ENSMUSG00000063889	807
ENSMUSG00000063889	598
ENSMUSG00000063889	529
ENSMUSG00000063889	915
ENSMUSG00000063889	1167
ENSMUSG00000063889	842
ENSMUSG00000063889	953
ENSMUSG00000063889	290
ENSMUSG00000063889	1422
ENSMUSG00000063889	1256
ENSMUSG00000063889	609
ENSMUSG00000063889	2931
ENSMUSG00000063889	2778
ENSMUSG00000063889	2820
ENSMUSG00000071047	1980
ENSMUSG00000071047	556
ENSMUSG00000100034	2166
ENSMUSG00000090550	276
ENSMUSG00000064262	2579
ENSMUSG00000064262	3160
ENSMUSG00000064262	3138
ENSMUSG00000094006	368
ENSMUSG00000099589	696
ENSMUSG00000092496	923
ENSMUSG00000116229	749
ENSMUSG00000061984	3643
ENSMUSG00000061984	3904
ENSMUSG00000108949	317
ENSMUSG00000104679	358
ENSMUSG00000104727	517
ENSMUSG00000045319	4398
ENSMUSG00000045319	2061
ENSMUSG00000045319	945
ENSMUSG00000045319	5159
ENSMUSG00000113909	757
ENSMUSG00000098000	892
ENSMUSG00000059408	1944
ENSMUSG00000033429	327
ENSMUSG00000033429	828
ENSMUSG00000033429	391
ENSMUSG00000033429	532
ENSMUSG00000113334	1871
ENSMUSG00000091496	364
ENSMUSG00000027805	2342
ENSMUSG00000027805	1879
ENSMUSG00000027805	810
ENSMUSG00000027805	905
ENSMUSG00000078505	1224
ENSMUSG00000085024	623
ENSMUSG00000085024	643
ENSMUSG00000087491	2010
ENSMUSG00000087491	2098
ENSMUSG00000087491	1776
ENSMUSG00000113687	2069
ENSMUSG00000096810	1002
ENSMUSG00000113059	887
ENSMUSG00000113250	2009
ENSMUSG00000115930	933
ENSMUSG00000113097	933
ENSMUSG00000113195	2058
ENSMUSG00000113524	712
ENSMUSG00000100263	615
ENSMUSG00000047264	1999
ENSMUSG00000047264	682
ENSMUSG00000047264	2200
ENSMUSG00000116892	1981
ENSMUSG00000101784	1426
ENSMUSG00000113628	426
ENSMUSG00000104980	396
ENSMUSG00000104980	413
ENSMUSG00000113440	4114
ENSMUSG00000034918	4129
ENSMUSG00000030224	2650
ENSMUSG00000030224	505
ENSMUSG00000030224	331
ENSMUSG00000021180	5642
ENSMUSG00000021180	4406
ENSMUSG00000021180	4197
ENSMUSG00000021180	2915
ENSMUSG00000021180	620
ENSMUSG00000021180	1833
ENSMUSG00000021180	1039
ENSMUSG00000021180	3730
ENSMUSG00000021180	519
ENSMUSG00000101575	693
ENSMUSG00000050366	5044
ENSMUSG00000050366	1058
ENSMUSG00000037089	1906
ENSMUSG00000037089	361
ENSMUSG00000037089	850
ENSMUSG00000037089	2326
ENSMUSG00000037089	376
ENSMUSG00000037089	1766
ENSMUSG00000037089	439
ENSMUSG00000037089	2326
ENSMUSG00000104577	1315
ENSMUSG00000041735	789
ENSMUSG00000041735	1227
ENSMUSG00000030049	788
ENSMUSG00000081698	1007
ENSMUSG00000090236	1283
ENSMUSG00000090236	595
ENSMUSG00000090236	789
ENSMUSG00000090236	520
ENSMUSG00000072387	1258
ENSMUSG00000094488	4048
ENSMUSG00000094488	939
ENSMUSG00000107751	405
ENSMUSG00000097985	1003
ENSMUSG00000021239	3270
ENSMUSG00000021239	3249
ENSMUSG00000107501	478
ENSMUSG00000112948	2520
ENSMUSG00000054169	1048
ENSMUSG00000054169	662
ENSMUSG00000054169	750
ENSMUSG00000054169	641
ENSMUSG00000113869	662
ENSMUSG00000078787	1631
ENSMUSG00000078787	1512
ENSMUSG00000056919	7685
ENSMUSG00000056919	515
ENSMUSG00000056919	2996
ENSMUSG00000056919	3131
ENSMUSG00000113984	1618
ENSMUSG00000006219	3101
ENSMUSG00000006219	3036
ENSMUSG00000006219	689
ENSMUSG00000006219	956
ENSMUSG00000006219	764
ENSMUSG00000006219	593
ENSMUSG00000006219	536
ENSMUSG00000006219	907
ENSMUSG00000006219	373
ENSMUSG00000006219	480
ENSMUSG00000006219	550
ENSMUSG00000006219	352
ENSMUSG00000006219	375
ENSMUSG00000006219	414
ENSMUSG00000006219	3091
ENSMUSG00000046070	1287
ENSMUSG00000046070	1225
ENSMUSG00000046070	995
ENSMUSG00000046070	500
ENSMUSG00000046070	2625
ENSMUSG00000046070	2064
ENSMUSG00000113355	1761
ENSMUSG00000076430	1187
ENSMUSG00000113922	1553
ENSMUSG00000020863	5244
ENSMUSG00000020863	1176
ENSMUSG00000020863	2050
ENSMUSG00000020863	3373
ENSMUSG00000020863	3478
ENSMUSG00000020863	521
ENSMUSG00000020863	1601
ENSMUSG00000020863	621
ENSMUSG00000020863	397
ENSMUSG00000020863	550
ENSMUSG00000021357	4375
ENSMUSG00000021357	4256
ENSMUSG00000021357	688
ENSMUSG00000021357	543
ENSMUSG00000021357	1787
ENSMUSG00000021357	1441
ENSMUSG00000021357	639
ENSMUSG00000113905	4129
ENSMUSG00000038587	6195
ENSMUSG00000038587	5917
ENSMUSG00000038587	5931
ENSMUSG00000094578	1744
ENSMUSG00000094578	618
ENSMUSG00000058709	2107
ENSMUSG00000058709	439
ENSMUSG00000058709	1756
ENSMUSG00000058709	455
ENSMUSG00000020788	4540
ENSMUSG00000020788	4467
ENSMUSG00000020788	347
ENSMUSG00000020788	816
ENSMUSG00000020788	4606
ENSMUSG00000020788	4520
ENSMUSG00000020788	4593
ENSMUSG00000048264	8023
ENSMUSG00000048264	4801
ENSMUSG00000048264	2813
ENSMUSG00000048264	4822
ENSMUSG00000003166	5703
ENSMUSG00000003166	4003
ENSMUSG00000003166	4045
ENSMUSG00000003166	3790
ENSMUSG00000003166	2987
ENSMUSG00000003166	1996
ENSMUSG00000003166	778
ENSMUSG00000003166	1468
ENSMUSG00000003166	373
ENSMUSG00000003166	616
ENSMUSG00000030795	5536
ENSMUSG00000030795	1831
ENSMUSG00000030795	354
ENSMUSG00000030795	2374
ENSMUSG00000030795	4909
ENSMUSG00000030795	1102
ENSMUSG00000030795	2158
ENSMUSG00000030795	600
ENSMUSG00000030795	516
ENSMUSG00000030795	1859
ENSMUSG00000030795	600
ENSMUSG00000030795	390
ENSMUSG00000030795	2055
ENSMUSG00000030795	761
ENSMUSG00000030795	670
ENSMUSG00000030795	2623
ENSMUSG00000016918	5598
ENSMUSG00000016918	4636
ENSMUSG00000016918	4563
ENSMUSG00000016918	2746
ENSMUSG00000016918	4630
ENSMUSG00000016918	366
ENSMUSG00000016918	815
ENSMUSG00000016918	2581
ENSMUSG00000016918	747
ENSMUSG00000016918	2682
ENSMUSG00000102220	466
ENSMUSG00000011350	1880
ENSMUSG00000011350	444
ENSMUSG00000011350	682
ENSMUSG00000011350	1951
ENSMUSG00000103491	2723
ENSMUSG00000032902	4426
ENSMUSG00000103798	710
ENSMUSG00000102369	310
ENSMUSG00000054247	457
ENSMUSG00000054247	834
ENSMUSG00000054247	1154
ENSMUSG00000001524	1679
ENSMUSG00000001524	920
ENSMUSG00000001524	731
ENSMUSG00000001524	1569
ENSMUSG00000001524	1569
ENSMUSG00000001524	925
ENSMUSG00000001524	660
ENSMUSG00000001524	367
ENSMUSG00000001524	620
ENSMUSG00000001524	827
ENSMUSG00000001524	271
ENSMUSG00000001524	331
ENSMUSG00000037652	10976
ENSMUSG00000037652	3491
ENSMUSG00000037652	3468
ENSMUSG00000037652	3155
ENSMUSG00000037652	2893
ENSMUSG00000037652	2958
ENSMUSG00000037652	2808
ENSMUSG00000037652	3660
ENSMUSG00000037652	2920
ENSMUSG00000037652	3019
ENSMUSG00000055491	405
ENSMUSG00000055491	5246
ENSMUSG00000055491	3956
ENSMUSG00000055491	5205
ENSMUSG00000055491	385
ENSMUSG00000055491	386
ENSMUSG00000055491	543
ENSMUSG00000055491	564
